image mean_l var_l entropy e_r e_g e_b clip tile PSNR SSIM
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 0.7 4 13.3156 0.7679
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 0.7 6 13.1275 0.7653
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 0.7 8 12.8096 0.7625
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 0.7 10 12.5941 0.7598
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 0.7 12 12.5095 0.7585
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 0.7 14 12.2905 0.7560
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 0.7 16 12.3616 0.7563
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 0.7 18 12.2065 0.7540
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 0.7 20 10.7822 0.7305
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 0.7 22 12.0681 0.7508
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 0.8 2 14.0437 0.7767
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 0.8 4 13.4594 0.7705
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 0.8 6 13.2897 0.7681
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 0.8 8 12.8716 0.7641
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 0.8 10 12.6686 0.7614
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 0.8 12 12.6251 0.7611
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 0.8 14 12.2905 0.7560
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 0.8 16 12.3616 0.7563
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 0.8 18 12.2065 0.7540
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 0.8 20 11.3410 0.7459
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 0.8 22 12.0681 0.7508
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 0.9 2 14.2480 0.7793
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 0.9 4 13.5996 0.7727
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 0.9 6 13.4177 0.7700
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 0.9 8 12.9407 0.7652
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 0.9 10 12.8121 0.7642
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 0.9 12 12.7058 0.7625
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 0.9 14 12.4300 0.7592
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 0.9 16 12.3616 0.7563
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 0.9 18 12.2264 0.7553
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 0.9 20 11.3410 0.7459
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 0.9 22 12.2176 0.7553
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 1.0 2 14.4435 0.7817
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 1.0 4 13.7483 0.7748
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 1.0 6 13.5520 0.7719
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 1.0 8 13.0818 0.7676
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 1.0 10 12.8764 0.7652
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 1.0 12 12.7058 0.7625
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 1.0 14 12.4300 0.7592
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 1.0 16 12.4914 0.7594
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 1.0 18 12.2264 0.7553
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 1.0 20 11.3410 0.7459
3 179.3413 4.5244 6.8596 6.4931 6.5335 6.8400 1.0 22 12.2176 0.7553
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.1 2 15.7577 0.8123
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.1 4 15.6598 0.8084
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.1 6 15.7430 0.8113
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.1 8 15.6846 0.8101
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.1 10 15.6905 0.8089
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.1 12 16.0499 0.8218
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.1 14 16.4759 0.8350
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.1 16 16.0070 0.8191
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.1 18 16.0645 0.8207
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.1 20 17.8590 0.8655
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.1 22 16.1535 0.8228
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.2 2 16.2098 0.8281
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.2 4 15.9851 0.8185
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.2 6 15.8987 0.8158
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.2 8 15.7700 0.8118
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.2 10 15.8989 0.8160
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.2 12 16.0499 0.8218
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.2 14 16.4759 0.8350
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.2 16 16.0070 0.8191
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.2 18 16.0645 0.8207
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.2 20 17.8590 0.8655
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.2 22 16.1535 0.8228
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.3 2 16.6987 0.8430
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.3 4 16.2889 0.8270
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.3 6 16.1631 0.8235
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.3 8 16.0465 0.8197
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.3 10 16.1874 0.8254
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.3 12 16.3733 0.8320
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.3 14 16.4759 0.8350
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.3 16 16.0070 0.8191
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.3 18 16.0645 0.8207
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.3 20 17.8590 0.8655
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.3 22 16.1535 0.8228
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.4 2 17.2439 0.8567
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.4 4 16.5457 0.8333
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.4 6 16.3320 0.8275
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.4 8 16.3198 0.8281
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.4 10 16.3325 0.8292
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.4 12 16.5081 0.8349
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.4 14 16.7766 0.8426
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.4 16 16.0070 0.8191
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.4 18 16.0645 0.8207
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.4 20 17.8590 0.8655
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.4 22 16.1535 0.8228
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.5 2 17.7420 0.8680
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.5 4 16.8440 0.8401
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.5 6 16.5439 0.8327
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.5 8 16.3693 0.8286
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.5 10 16.4571 0.8322
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.5 12 16.5081 0.8349
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.5 14 16.7766 0.8426
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.5 16 16.2545 0.8239
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.5 18 16.0645 0.8207
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.5 20 17.8590 0.8655
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.5 22 16.1535 0.8228
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.6 2 18.2267 0.8769
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.6 4 17.0399 0.8441
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.6 6 16.7250 0.8362
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.6 8 16.5161 0.8319
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.6 10 16.4607 0.8319
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.6 12 16.5130 0.8334
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.6 14 16.7240 0.8384
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.6 16 16.2545 0.8239
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.6 18 16.5186 0.8335
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.6 20 17.8590 0.8655
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.6 22 16.1535 0.8228
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.7 2 18.7169 0.8844
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.7 4 17.2443 0.8476
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.7 6 16.8800 0.8393
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.7 8 16.6807 0.8349
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.7 10 16.5021 0.8312
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.7 12 16.5745 0.8332
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.7 14 16.5012 0.8302
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.7 16 16.4789 0.8284
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.7 18 16.5186 0.8335
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.7 20 17.8590 0.8655
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.7 22 16.1535 0.8228
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.8 2 19.1741 0.8906
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.8 4 17.4584 0.8513
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.8 6 17.0874 0.8427
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.8 8 16.7808 0.8363
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.8 10 16.5785 0.8324
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.8 12 16.6421 0.8329
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.8 14 16.5012 0.8302
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.8 16 16.4789 0.8284
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.8 18 16.5186 0.8335
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.8 20 18.2089 0.8709
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.8 22 16.1535 0.8228
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.9 2 19.6253 0.8954
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.9 4 17.6206 0.8536
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.9 6 17.1976 0.8440
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.9 8 16.9004 0.8383
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.9 10 16.7728 0.8350
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.9 12 16.6815 0.8321
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.9 14 16.5586 0.8285
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.9 16 16.4789 0.8284
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.9 18 16.7403 0.8352
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.9 20 18.2089 0.8709
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 0.9 22 16.5686 0.8289
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 1.0 2 20.0659 0.8995
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 1.0 4 17.7484 0.8548
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 1.0 6 17.3052 0.8452
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 1.0 8 17.0132 0.8398
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 1.0 10 16.8396 0.8352
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 1.0 12 16.6815 0.8321
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 1.0 14 16.5586 0.8285
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 1.0 16 16.6978 0.8314
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 1.0 18 16.7403 0.8352
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 1.0 20 18.2089 0.8709
4 70.5174 6.1322 7.0344 6.7579 7.2136 5.2853 1.0 22 16.5686 0.8289
